day,PP_F0,PP_F02,PP_F0_SD,PP_F0_M,PP_F02_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_LHR
0,102.55511494869901,102.62672096923572,0.8166992059833345,102.54820053497178,102.61117432336329,0.7070757232941448,0.004017334807367411,3.917682332212634e-05,0.0021267892655852717,0.0026621957681273642,0.0063803677967558155,18.029249895868404
