day,PP_F0,PP_F02,PP_F0_SD,PP_F0_M,PP_F02_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_LHR
0,102.7047505159604,102.83528388418016,0.8155447273332,102.76810168953372,102.82681863623593,0.5998936587907088,0.0028353789940244473,2.761189722549355e-05,0.0011681196624904668,0.0017385207122553668,0.0035043589874714006,14.897036612461626
