day,PP_F0,PP_F02,PP_F0_SD,PP_F0_M,PP_F02_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_LHR
0,103.36291829949381,103.33231237904178,0.5703332206517423,103.33100998439274,103.32992766245945,0.4230634963375208,0.002482191135041586,2.4020678157074594e-05,0.0011660918918764524,0.0016382792565424798,0.0034982756756293575,5.190622272758359
