day,PP_F0,PP_F02,PP_F0_SD,PP_F0_M,PP_F02_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_LHR
0,103.35807073413979,103.29704126529069,0.6406165446075656,103.39853442399591,103.29678284178144,0.4975981206400722,0.002162607636564136,2.092502861438348e-05,0.001207968458710642,0.0013610202094408695,0.003623905376131926,11.718710929044946
