day,PP_F0,PP_F0_M,PP_F0_SD,PP_F0_SD_M,PP_LHR,PP_LHR_M,PP_CPP_M,PP_CPP_M2,PP_CPP_SD_M,PP_HNR,PP_HNR_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_JIT_M_local,PP_JIT_M_abs,PP_JIT_M_rap,PP_JIT_M_ppq5,PP_JIT_M_ddp,PP_SHI_local,PP_SHI_localdb,PP_SHI_apq3,PP_SHI_apq5,PP_SHI_apq11,PP_SHI_dda,PP_SHI_M_local,PP_SHI_M_localdb,PP_SHI_M_apq3,PP_SHI_M_apq5,PP_SHI_M_apq11,PP_SHI_M_dda,PP_GF1_MEA,PP_GF2_MEA,PP_GF3_MEA,PP_GF4_MEA,PP_GF5_MEA,PP_GF1_MED,PP_GF2_MED,PP_GF3_MED,PP_GF4_MED,PP_GF5_MED,PP_GF1_SD,PP_GF2_SD,PP_GF3_SD,PP_GF4_SD,PP_GF5_SD,PP_F1_MEA,PP_F2_MEA,PP_F3_MEA,PP_F4_MEA,PP_F5_MEA,PP_F1_MED,PP_F2_MED,PP_F3_MED,PP_F4_MED,PP_F5_MED,PP_F1_SD,PP_F2_SD,PP_F3_SD,PP_F4_SD,PP_F5_SD
0,102.04561422000523,102.11346291524998,1.3664954849321171,0.9494986292117705,13.143821138271495,12.330415358798106,0.12803527944856008,0.1283395213158533,0.03309987830955083,9.757708238066028,10.12104668564195,0.005021845933954501,4.9193425381756615e-05,0.0024319219344618717,0.0030616066673240547,0.007295765803385615,0.00469188667989378,4.5744305017016806e-05,0.0022031839567614887,0.0029964235194046692,0.006609551870284466,0.11168720376235299,0.11168720376235299,0.05865940061953968,0.07032078223034426,0.08027621843155336,0.17597820185861904,0.08256716872433405,0.08256716872433405,0.04609585030827359,0.05179404224356738,0.06622340646081061,0.13828755092482076,1065.3679114616439,1717.6864324793466,2847.2164035523997,3657.208887005162,4447.57216963748,1078.5415770787893,1507.0622689014149,2859.8871152638217,3651.322636716745,4464.786835364475,92.72999022374535,455.05745258895234,149.02539863653297,173.51542619318064,174.78847371727895,1061.1513894493637,1713.4209511717158,2833.9495009980064,3662.3461561434033,4457.337250960279,1076.8298089991604,1511.4322873554406,2850.1917288224513,3652.3230380883006,4461.929244184756,97.29168051000083,441.71203643924315,161.5014464386577,171.17785210799966,170.2853860571756
