day,PP_F0,PP_F0_M,PP_F0_SD,PP_F0_SD_M,PP_JIT_local,PP_JIT_M_local,PP_LHR,PP_LHR_M,PP_CPP_M,PP_CPP_M2,PP_CPP_SD_M,PP_HNR,PP_HNR_M,PP_SHI_local,PP_SHI_localdb,PP_SHI_M_local,PP_SHI_M_localdb
0,102.64284945163993,102.47195032151595,2.349086229693994,1.5195717617358298,0.004887711613752904,0.006587473591973855,6.699747573030686,7.085896433805648,0.09325586881955476,0.09629713225102632,0.024526557886427904,8.314994955549698,7.319167692442713,0.10184503162952573,0.10184503162952573,0.11586589648153585,0.11586589648153585
