,mic_pair,mean_cosine_distance,mean_cosine_similarity,id,exercise
99,1-2,0.23761279643973965,0.7623872035602604,67,VOW_o
100,1-3,0.13434920659283112,0.8656507934071689,67,VOW_o
101,2-3,0.4480323976379833,0.5519676023620167,67,VOW_o
102,1-2,0.22560013974001325,0.7743998602599867,68,VOW_o
103,1-3,0.9111585599082888,0.08884144009171124,68,VOW_o
104,2-3,1.1902943330180982,-0.19029433301809817,68,VOW_o
105,1-2,0.28496630872569073,0.7150336912743093,69,VOW_o
106,1-3,0.12094931643844742,0.8790506835615526,69,VOW_o
107,2-3,0.3026801339782982,0.6973198660217018,69,VOW_o
108,1-2,0.11395905817753471,0.8860409418224653,70,VOW_o
109,1-3,0.4560912710055506,0.5439087289944494,70,VOW_o
110,2-3,0.48979952268744575,0.5102004773125542,70,VOW_o
111,1-2,0.5188612376794124,0.48113876232058767,71,VOW_o
112,1-3,0.048838973717560186,0.9511610262824398,71,VOW_o
113,2-3,0.48219348375102566,0.5178065162489743,71,VOW_o
114,1-2,0.9774184554629983,0.02258154453700168,72,VOW_o
115,1-3,0.19908710549455122,0.8009128945054488,72,VOW_o
116,2-3,0.8794996526436039,0.12050034735639618,72,VOW_o
117,1-2,0.2602071904787824,0.7397928095212176,73,VOW_o
118,1-3,0.9974611234369543,0.0025388765630457253,73,VOW_o
119,2-3,1.2293510196013133,-0.2293510196013134,73,VOW_o
120,1-2,0.19417903129802638,0.8058209687019736,74,VOW_o
121,1-3,0.20596326198631598,0.794036738013684,74,VOW_o
122,2-3,0.3540047298665786,0.6459952701334214,74,VOW_o
123,1-2,0.302596548716475,0.697403451283525,75,VOW_o
124,1-3,0.3824946353923415,0.6175053646076585,75,VOW_o
125,2-3,0.5961521710208924,0.40384782897910765,75,VOW_o
126,1-2,0.5230541208108382,0.47694587918916176,76,VOW_o
127,1-3,0.7439026887725171,0.2560973112274829,76,VOW_o
128,2-3,0.7820022463378348,0.2179977536621652,76,VOW_o
129,1-2,0.2923511723044634,0.7076488276955366,77,VOW_o
130,1-3,0.3461695311675408,0.6538304688324592,77,VOW_o
131,2-3,0.6558364356326996,0.3441635643673005,77,VOW_o
132,1-2,0.20899593340244504,0.791004066597555,67,VOW_u
133,1-3,0.10418877679144944,0.8958112232085506,67,VOW_u
134,2-3,0.33269695414866174,0.6673030458513383,67,VOW_u
135,1-2,0.6015051971445023,0.39849480285549765,68,VOW_u
136,1-3,0.5012670743163926,0.4987329256836074,68,VOW_u
137,2-3,0.6640899237522953,0.33591007624770475,68,VOW_u
138,1-2,0.6439456411915583,0.35605435880844166,69,VOW_u
139,1-3,0.21190325741467775,0.7880967425853223,69,VOW_u
140,2-3,0.5876343510518629,0.4123656489481371,69,VOW_u
141,1-2,0.6334605009625682,0.3665394990374317,70,VOW_u
142,1-3,0.42524831525941753,0.5747516847405825,70,VOW_u
143,2-3,0.5544278339326421,0.445572166067358,70,VOW_u
144,1-2,0.6868418787286611,0.3131581212713389,71,VOW_u
145,1-3,0.22571576735216958,0.7742842326478304,71,VOW_u
146,2-3,0.874298267620258,0.12570173237974197,71,VOW_u
147,1-2,0.2256037363490636,0.7743962636509364,72,VOW_u
148,1-3,0.4392204510511065,0.5607795489488935,72,VOW_u
149,2-3,0.49752012230694465,0.5024798776930554,72,VOW_u
150,1-2,0.4949102084354038,0.5050897915645962,73,VOW_u
151,1-3,0.6604567631304094,0.33954323686959065,73,VOW_u
152,2-3,0.18685260488963895,0.813147395110361,73,VOW_u
153,1-2,0.13000161047775238,0.8699983895222476,74,VOW_u
154,1-3,0.6231233193897044,0.37687668061029556,74,VOW_u
155,2-3,0.7912019482172818,0.2087980517827181,74,VOW_u
156,1-2,0.28731303565827526,0.7126869643417247,75,VOW_u
157,1-3,0.3242051550776628,0.6757948449223372,75,VOW_u
158,2-3,0.6737648368180716,0.32623516318192836,75,VOW_u
159,1-2,0.539496934488493,0.46050306551150694,76,VOW_u
160,1-3,0.7282681526306729,0.27173184736932715,76,VOW_u
161,2-3,0.5844283598392314,0.41557164016076864,76,VOW_u
162,1-2,0.10633122998378641,0.8936687700162136,77,VOW_u
163,1-3,0.5109502278575734,0.4890497721424266,77,VOW_u
164,2-3,0.5134785609553378,0.4865214390446621,77,VOW_u
