day,PP_F0,PP_F0_M,PP_F0_SD,PP_F0_SD_M,PP_JIT_local,PP_JIT_M_local,PP_LHR,PP_LHR_M,PP_CPP_M,PP_CPP_M2,PP_CPP_SD_M,PP_HNR,PP_HNR_M,PP_SHI_local,PP_SHI_localdb,PP_SHI_M_local,PP_SHI_M_localdb
0,210.54803844146377,210.59603156164727,2.1315229829074016,1.1694459231444145,0.0023516275419129323,0.0021203561755440466,13.008295530751951,17.23798024415179,0.08888278968316549,0.08638799145764549,0.018881837655960586,8.557594740252258,9.386143386119294,0.06632865218818323,0.06632865218818323,0.054769033615624046,0.054769033615624046
