day,PP_F0,PP_F02,PP_F0_SD,PP_F0_M,PP_F02_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_LHR
0,206.22429999269963,206.40660206231172,1.606933895194405,206.2650902269217,206.4502606862739,1.436008669476151,0.001570157977210796,7.613711483949732e-06,0.0007063306206589395,0.0009356946724324181,0.0021189918619768187,24.49999717270493
