day,PP_F0,PP_F0_M,PP_F0_SD,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_JIT_M_local,PP_JIT_M_abs,PP_JIT_M_rap,PP_JIT_M_ppq5,PP_JIT_M_ddp,PP_LHR,PP_LHR_M,PP_CPP_M,PP_CPP_M2,PP_CPP_SD_M,PP_HNR,PP_HNR_M,PP_SHI_local,PP_SHI_localdb,PP_SHI_apq3,PP_SHI_apq5,PP_SHI_apq11,PP_SHI_dda,PP_SHI_M_local,PP_SHI_M_localdb,PP_SHI_M_apq3,PP_SHI_M_apq5,PP_SHI_M_apq11,PP_SHI_M_dda
0,206.63694140952722,205.5912979895751,8.395869068596886,1.9079351901523858,0.0028001323874031624,1.3571329908763412e-05,0.0013609963674112865,0.0013313776570561557,0.004082989102233859,0.0021943619641172,1.0754417207659017e-05,0.0010898756973135493,0.0013115507435907225,0.0032696270919406476,24.261543583133097,26.69335814776954,0.1025668917890199,0.1046181462285607,0.01382320229740131,17.740681913186375,18.15297927885384,0.02886105792245034,0.27632494326346013,0.011186548959889043,0.01538085812485005,0.030154545686380207,0.03355964687966713,0.02886105792245034,0.27632494326346013,0.011186548959889043,0.01538085812485005,0.030154545686380207,0.03355964687966713
