day,PP_F0,PP_F0_M,PP_F0_SD,PP_F0_SD_M,PP_LHR,PP_LHR_M,PP_CPP_M,PP_CPP_M2,PP_CPP_SD_M,PP_HNR,PP_HNR_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_JIT_M_local,PP_JIT_M_abs,PP_JIT_M_rap,PP_JIT_M_ppq5,PP_JIT_M_ddp,PP_SHI_local,PP_SHI_localdb,PP_SHI_apq3,PP_SHI_apq5,PP_SHI_apq11,PP_SHI_dda,PP_SHI_M_local,PP_SHI_M_localdb,PP_SHI_M_apq3,PP_SHI_M_apq5,PP_SHI_M_apq11,PP_SHI_M_dda,PP_GF1_MEA,PP_GF2_MEA,PP_GF3_MEA,PP_GF4_MEA,PP_GF5_MEA,PP_GF1_MED,PP_GF2_MED,PP_GF3_MED,PP_GF4_MED,PP_GF5_MED,PP_GF1_SD,PP_GF2_SD,PP_GF3_SD,PP_GF4_SD,PP_GF5_SD,PP_F1_MEA,PP_F2_MEA,PP_F3_MEA,PP_F4_MEA,PP_F5_MEA,PP_F1_MED,PP_F2_MED,PP_F3_MED,PP_F4_MED,PP_F5_MED,PP_F1_SD,PP_F2_SD,PP_F3_SD,PP_F4_SD,PP_F5_SD
0,208.78563102734205,208.74263553390645,2.310946501490656,1.8413227532125875,18.946542720665033,18.750207813153207,0.10144367537385646,0.10146497513630066,0.016537038438582896,10.772957069961999,11.524500104544195,0.0025233759350523615,1.2090523438388966e-05,0.001356070157243895,0.0015219605462856777,0.004068210471731685,0.002539585514370544,1.2107660282602078e-05,0.001395945444454969,0.0015363609637179972,0.004187836333364907,0.06552408066601134,0.06552408066601134,0.03471108005744285,0.041360718451469956,0.05063495852247727,0.10413324017232854,0.07311292872026011,0.07311292872026011,0.0393542961618779,0.05000126281810691,0.06302178252014605,0.11806288848563369,450.0147311495693,2286.2821517349043,2675.951298953839,3079.8498417906626,4304.0534835832805,445.08031095351225,2276.08102312716,2672.944817854494,3080.4828039836775,4315.352828240593,30.473226192987894,49.543023208367174,128.60334024511963,55.864850388769156,63.45923555046096,449.95622557319365,2286.6369324179154,2676.5063467072855,3079.828781308841,4304.200855362516,445.4080267553022,2275.5472151661443,2674.3380439740063,3080.901347751092,4314.796254455498,30.585354859242496,49.791335647697196,125.37186658897035,53.89828901205074,60.32624918632904
