day,PP_F0,PP_F02,PP_F0_SD,PP_F0_M,PP_F02_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp
0,210.9784210515631,211.09651811090475,1.1030311335531722,211.0676494007589,211.08669027875357,0.8167817672069818,0.0015912646655343646,7.542803483893308e-06,0.0008832517164013264,0.0009449483161084691,0.002649755149203979
