day,PP_F0,PP_F0_SD,PP_F0_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp
0,102.79863691633638,1.4634415987072134,102.79447109816962,1.0486398276960989,0.004682958285629303,4.556656775069165e-05,0.0025076364691005303,0.002462233861802882,0.007522909407301591
