day,PP_F0,PP_F0_SD,PP_F0_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp
0,100.16592726195282,0.08058505781859059,100.16484464114687,0.07495443021510179,0.0002621977091370839,2.618020841524925e-06,0.00018743275685508058,,0.0005622982705652418
