day,PP_F0,PP_F0_M,PP_F0_SD,PP_F0_SD_M,PP_CPP_M,PP_CPP_M2,PP_CPP_SD_M,PP_DUR_WP,PP_DUR_WOP,PP_MFC_1_mean,PP_MFC_1_sd,PP_MFC_1_skew,PP_MFC_1_kurt,PP_MFC_1_median,PP_MFC_2_mean,PP_MFC_2_sd,PP_MFC_2_skew,PP_MFC_2_kurt,PP_MFC_2_median,PP_MFC_3_mean,PP_MFC_3_sd,PP_MFC_3_skew,PP_MFC_3_kurt,PP_MFC_3_median,PP_MFC_4_mean,PP_MFC_4_sd,PP_MFC_4_skew,PP_MFC_4_kurt,PP_MFC_4_median,PP_MFC_5_mean,PP_MFC_5_sd,PP_MFC_5_skew,PP_MFC_5_kurt,PP_MFC_5_median,PP_MFC_6_mean,PP_MFC_6_sd,PP_MFC_6_skew,PP_MFC_6_kurt,PP_MFC_6_median,PP_MFC_7_mean,PP_MFC_7_sd,PP_MFC_7_skew,PP_MFC_7_kurt,PP_MFC_7_median,PP_MFC_8_mean,PP_MFC_8_sd,PP_MFC_8_skew,PP_MFC_8_kurt,PP_MFC_8_median,PP_MFC_9_mean,PP_MFC_9_sd,PP_MFC_9_skew,PP_MFC_9_kurt,PP_MFC_9_median,PP_MFC_10_mean,PP_MFC_10_sd,PP_MFC_10_skew,PP_MFC_10_kurt,PP_MFC_10_median,PP_MFC_11_mean,PP_MFC_11_sd,PP_MFC_11_skew,PP_MFC_11_kurt,PP_MFC_11_median,PP_MFC_12_mean,PP_MFC_12_sd,PP_MFC_12_skew,PP_MFC_12_kurt,PP_MFC_12_median
0,109.0684813884592,109.20830739228806,15.000004724158211,10.504198045933045,0.019279458277074158,0.014607707522744227,0.019354302969105872,48.967999999999996,38.824,68.76591050139743,214.7706432719439,-0.21906360972739797,-1.2349857947004967,98.63219592783832,12.654658043272017,118.59027698885558,-0.5329607046056714,0.22106313588899162,29.24739243485854,-74.90310368822965,88.68658585392382,0.9916155563265922,0.8200471460558258,-96.17525806315524,120.38751737232877,58.73145771652343,0.219000024689812,0.10662799545347657,115.96051981984023,-48.63423589219024,43.787610798336694,-0.1535252455486575,-0.016378497294909256,-45.94531555042094,-12.444452866690346,41.32920520236993,-0.23828548601796729,0.7312218329118987,-9.614519160115416,28.105251609649837,39.27796648188467,-0.29958750749537943,0.14849327330499928,30.26103314894297,-16.79323548277755,33.119495953211235,-0.049535126528647375,0.5784940632964233,-15.963065025405905,-32.403174170447194,35.59467703919067,-0.15169580979128208,-0.10109906637004773,-30.518862587284232,-28.239612924084422,33.63771410193878,-0.3252604863331171,0.27321898929244526,-26.04192043672938,-14.315342214653265,28.282524989394314,-0.18595387558138504,0.41948744519360925,-12.6512027843873,-10.575315829034603,28.071491951384928,0.03702007118643556,0.34956745091380004,-10.441176179612468
