day,PP_F0,PP_F0_SD,PP_F0_M,PP_F0_SD_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp
0,205.38084276014493,17.619493211340163,208.0307919843381,3.2302811947761594,0.009537838478616754,4.638338853906531e-05,0.00586419999616851,0.006594266454478225,0.01759259998850553
